timestamp,nb_images,nb_processes,total_time (s),time_per_image (s)
2025-03-18 10:36:16,1,7,0.000,0.000
2025-03-18 10:36:16,5,7,0.000,0.000
2025-03-18 10:36:20,10,7,4.848,0.485
2025-03-18 10:36:26,20,7,5.300,0.265
2025-03-18 10:36:37,37,7,10.909,0.295
