timestamp,nb_images,nb_processes,total_time (s),time_per_image (s)
2025-03-18 10:35:23,1,4,0.000,0.000
2025-03-18 10:35:25,5,4,1.828,0.366
2025-03-18 10:35:29,10,4,4.200,0.420
2025-03-18 10:35:37,20,4,8.528,0.426
2025-03-18 10:35:55,37,4,17.156,0.464
2025-03-18 10:54:44,1,4,0.000,0.000
2025-03-18 10:54:46,5,4,1.736,0.347
2025-03-18 10:54:50,10,4,4.079,0.408
2025-03-18 10:54:58,20,4,8.092,0.405
2025-03-18 10:55:15,37,4,17.266,0.467
